regime_id,option_type,T,sigma,r,q,K,Smax,M,N,dS,dtau,split,split_reason,stress_holdout_flag,planned_use,solver_name,solver_variant,runtime_seconds,full_grid_rows,total_sample_rows,accepted_sample_rows,all_psor_steps_converged,max_psor_iterations,mean_psor_iterations,max_final_update,max_obstacle_violation,max_equation_violation,max_abs_complementarity_product,boundary_found_count,boundary_status,finite_delta_count,finite_gamma_count,strict_interior_node_count,acceptance_status,acceptance_reason,downstream_use_status
put_T050_s060_r001_q000,put,0.5,0.6,0.01,0.0,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.08481691614724696,14641,5203,5203,True,18,11.783333333333333,9.918471719259176e-09,0.0,2.2728713436185634e-08,3.393730430333712e-11,120,BOUNDARIES_FOUND,14399,14399,13201,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s060_r001_q003,put,0.5,0.6,0.01,0.03,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.08618412492796779,14641,5203,5203,True,19,11.941666666666666,9.925018883626905e-09,0.0,2.3273824896659096e-08,3.487072060922302e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s060_r001_q006,put,0.5,0.6,0.01,0.06,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.08706333301961422,14641,5203,5203,True,19,12.091666666666667,9.988557113913867e-09,0.0,2.282819063290217e-08,3.583378948993271e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s060_r001_q010,put,0.5,0.6,0.01,0.1,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,stress_holdout,High-volatility and high-dividend stress combination held out before any row-level split.,yes,stress_holdout,american_crank_nicolson_psor_price,baseline_cn_psor,0.08911791699938476,14641,5203,5203,True,19,12.366666666666667,9.904461024555153e-09,0.0,2.292436830750484e-08,2.3722513240964423e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s060_r005_q000,put,0.5,0.6,0.05,0.0,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,validation,Mid-maturity baseline-rate slice reserved for validation after stress/test precedence.,no,validation,american_crank_nicolson_psor_price,baseline_cn_psor,0.08240783284418285,14641,5203,5203,True,18,11.566666666666666,9.978817349363435e-09,0.0,2.281232540276559e-08,3.256245435453605e-11,120,BOUNDARIES_FOUND,14399,14399,13203,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s060_r005_q003,put,0.5,0.6,0.05,0.03,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,validation,Mid-maturity baseline-rate slice reserved for validation after stress/test precedence.,no,validation,american_crank_nicolson_psor_price,baseline_cn_psor,0.08427195786498487,14641,5203,5203,True,18,11.708333333333334,9.973424927285993e-09,0.0,2.30464273442651e-08,3.3400462641412543e-11,120,BOUNDARIES_FOUND,14399,14399,13201,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s060_r005_q006,put,0.5,0.6,0.05,0.06,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,validation,Mid-maturity baseline-rate slice reserved for validation after stress/test precedence.,no,validation,american_crank_nicolson_psor_price,baseline_cn_psor,0.08792920899577439,14641,5203,5203,True,18,11.858333333333333,9.995834424558151e-09,0.0,2.3288870568724095e-08,3.428902006851696e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s060_r005_q010,put,0.5,0.6,0.05,0.1,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,stress_holdout,High-volatility and high-dividend stress combination held out before any row-level split.,yes,stress_holdout,american_crank_nicolson_psor_price,baseline_cn_psor,0.09207820799201727,14641,5203,5203,True,19,12.066666666666666,9.94946726216991e-09,0.0,2.3085249388152002e-08,3.554552102015351e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s060_r010_q000,put,0.5,0.6,0.1,0.0,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.08202733402140439,14641,5203,5203,True,17,11.283333333333333,9.938564644656686e-09,0.0,2.2279931314667578e-08,4.775825482376043e-11,120,BOUNDARIES_FOUND,14399,14399,13204,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s060_r010_q003,put,0.5,0.6,0.1,0.03,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.0817487919703126,14641,5203,5203,True,18,11.425,9.98385885796942e-09,0.0,2.2649844635318304e-08,4.766129822304877e-11,120,BOUNDARIES_FOUND,14399,14399,13204,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s060_r010_q006,put,0.5,0.6,0.1,0.06,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.08246025000698864,14641,5203,5203,True,18,11.575,9.942157510353482e-09,0.0,2.3058520461245995e-08,3.2546551200607176e-11,120,BOUNDARIES_FOUND,14399,14399,13203,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s060_r010_q010,put,0.5,0.6,0.1,0.1,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,stress_holdout,High-volatility and high-dividend stress combination held out before any row-level split.,yes,stress_holdout,american_crank_nicolson_psor_price,baseline_cn_psor,0.08568445802666247,14641,5203,5203,True,18,11.783333333333333,9.91479119316044e-09,0.0,2.2511453158220816e-08,3.368238107838209e-11,120,BOUNDARIES_FOUND,14399,14399,13201,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s020_r001_q000,put,1.0,0.2,0.01,0.0,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05330662499181926,14641,5203,5203,True,10,7.166666666666667,9.45166963315161e-09,0.0,1.4597908021274364e-09,3.3920638307068065e-11,120,BOUNDARIES_FOUND,14399,14399,13221,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s020_r001_q003,put,1.0,0.2,0.01,0.03,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05315124988555908,14641,5203,5203,True,10,7.166666666666667,9.936488021278223e-09,0.0,2.231089063498004e-09,3.253122929629853e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s020_r001_q006,put,1.0,0.2,0.01,0.06,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.0525997921358794,14641,5203,5203,True,10,7.191666666666666,9.782898477417312e-09,0.0,2.170198465378803e-09,6.01815753865927e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s020_r001_q010,put,1.0,0.2,0.01,0.1,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05841079191304743,14641,5203,5203,True,10,8.058333333333334,9.74709410406227e-09,0.0,2.1150758089394373e-09,2.0862470196458617e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s020_r005_q000,put,1.0,0.2,0.05,0.0,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.04916012496687472,14641,5203,5203,True,10,6.75,9.947151203421045e-09,0.0,1.5875200355675023e-09,4.2637714645937204e-11,120,BOUNDARIES_FOUND,14399,14399,13267,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s020_r005_q003,put,1.0,0.2,0.05,0.03,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05227887514047325,14641,5203,5203,True,10,7.158333333333333,9.254554275694993e-09,0.0,1.5239543793565957e-09,3.520069237820525e-11,120,BOUNDARIES_FOUND,14399,14399,13233,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s020_r005_q006,put,1.0,0.2,0.05,0.06,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05239037494175136,14641,5203,5203,True,10,7.158333333333333,9.894728217330062e-09,0.0,2.2382241199325748e-09,2.6256391705650897e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s020_r005_q010,put,1.0,0.2,0.05,0.1,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.0521926658693701,14641,5203,5203,True,10,7.191666666666666,9.649458093674568e-09,0.0,2.1507098740825015e-09,4.842109345533684e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s020_r010_q000,put,1.0,0.2,0.1,0.0,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.047699540853500366,14641,5203,5203,True,9,6.508333333333334,9.793580330388907e-09,0.0,1.6754268805652117e-09,3.404390265858254e-11,120,BOUNDARIES_FOUND,14399,14399,13380,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s020_r010_q003,put,1.0,0.2,0.1,0.03,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.048299374990165234,14641,5203,5203,True,10,6.591666666666667,9.952398821733155e-09,0.0,1.3929457552686042e-09,3.089396861703226e-11,120,BOUNDARIES_FOUND,14399,14399,13315,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s020_r010_q006,put,1.0,0.2,0.1,0.06,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.049602249870076776,14641,5203,5203,True,10,6.783333333333333,9.947435902768476e-09,0.0,1.5703008060530266e-09,4.554547749947378e-11,120,BOUNDARIES_FOUND,14399,14399,13262,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s020_r010_q010,put,1.0,0.2,0.1,0.1,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.0519977081567049,14641,5203,5203,True,10,7.166666666666667,9.789063049958982e-09,0.0,1.4268507625425642e-09,3.389718792231137e-11,120,BOUNDARIES_FOUND,14399,14399,13220,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s040_r001_q000,put,1.0,0.4,0.01,0.0,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.07289175014011562,14641,5203,5203,True,15,10.025,9.9941160828349e-09,0.0,1.9137789624302376e-08,3.054307908037035e-11,120,BOUNDARIES_FOUND,14399,14399,13202,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s040_r001_q003,put,1.0,0.4,0.01,0.03,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.07489454187452793,14641,5203,5203,True,16,10.333333333333334,9.96595421912474e-09,0.0,1.965027304019545e-08,3.114293444832315e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s040_r001_q006,put,1.0,0.4,0.01,0.06,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.07729587494395673,14641,5203,5203,True,17,10.725,9.916127018084423e-09,0.0,2.032245948580631e-08,2.6838628949541328e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s040_r001_q010,put,1.0,0.4,0.01,0.1,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.08044870803132653,14641,5203,5203,True,17,11.066666666666666,9.892193070975067e-09,0.0,1.955728210807509e-08,2.781438468596316e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s040_r005_q000,put,1.0,0.4,0.05,0.0,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.07073775003664196,14641,5203,5203,True,14,9.666666666666666,9.983299594125417e-09,0.0,1.962226191658278e-08,2.8230049470510267e-11,120,BOUNDARIES_FOUND,14399,14399,13206,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s040_r005_q003,put,1.0,0.4,0.05,0.03,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.07159433281049132,14641,5203,5203,True,15,9.9,9.976212944634447e-09,0.0,1.9513752468058865e-08,3.0317208003513316e-11,120,BOUNDARIES_FOUND,14399,14399,13203,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s040_r005_q006,put,1.0,0.4,0.05,0.06,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.07410683389753103,14641,5203,5203,True,16,10.15,9.991826368708047e-09,0.0,2.013124515118413e-08,3.087592251937105e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s040_r005_q010,put,1.0,0.4,0.05,0.1,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.07619499997235835,14641,5203,5203,True,16,10.491666666666667,9.948687739645906e-09,0.0,2.0099158986404322e-08,3.15564752450754e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s040_r010_q000,put,1.0,0.4,0.1,0.0,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.12578579201363027,14641,5203,5203,True,13,9.241666666666667,9.9745515055546e-09,0.0,1.8273137700701826e-08,2.3741108384122666e-11,120,BOUNDARIES_FOUND,14399,14399,13210,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s040_r010_q003,put,1.0,0.4,0.1,0.03,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.08321224991232157,14641,5203,5203,True,14,9.491666666666667,9.916013366673007e-09,0.0,1.8443843616833548e-08,2.7470347557280558e-11,120,BOUNDARIES_FOUND,14399,14399,13208,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s040_r010_q006,put,1.0,0.4,0.1,0.06,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.07820104202255607,14641,5203,5203,True,15,9.708333333333334,9.988349840940125e-09,0.0,1.9530759372651156e-08,2.814719193881976e-11,120,BOUNDARIES_FOUND,14399,14399,13206,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s040_r010_q010,put,1.0,0.4,0.1,0.1,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.07659200020134449,14641,5203,5203,True,15,10.008333333333333,9.984859231445967e-09,0.0,1.935250402193122e-08,3.0299139285022724e-11,120,BOUNDARIES_FOUND,14399,14399,13202,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s060_r001_q000,put,1.0,0.6,0.01,0.0,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.21889854199253023,14641,5203,5203,True,41,29.85,9.978070608911843e-09,0.0,4.893999938464233e-08,3.5696873354084803e-10,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s060_r001_q003,put,1.0,0.6,0.01,0.03,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.21638266602531075,14641,5203,5203,True,42,30.366666666666667,9.978763425538394e-09,0.0,4.899550925564766e-08,3.6981476603428324e-10,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s060_r001_q006,put,1.0,0.6,0.01,0.06,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.2226988330949098,14641,5203,5203,True,43,30.783333333333335,9.97745207387637e-09,0.0,4.901187887138003e-08,4.3704258180613505e-10,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s060_r001_q010,put,1.0,0.6,0.01,0.1,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,stress_holdout,High-volatility and high-dividend stress combination held out before any row-level split.,yes,stress_holdout,american_crank_nicolson_psor_price,baseline_cn_psor,0.2249692501500249,14641,5203,5203,True,43,31.358333333333334,9.977431598582817e-09,0.0,4.922405549140363e-08,5.181162872614965e-10,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s060_r005_q000,put,1.0,0.6,0.05,0.0,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.20718516688793898,14641,5203,5203,True,40,29.158333333333335,9.946586462783978e-09,0.0,4.8587210562181515e-08,2.930722837586118e-10,120,BOUNDARIES_FOUND,14399,14399,13201,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s060_r005_q003,put,1.0,0.6,0.05,0.03,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.212237540865317,14641,5203,5203,True,41,29.625,9.996293581088223e-09,0.0,4.895793784352037e-08,3.029504445965498e-10,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s060_r005_q006,put,1.0,0.6,0.05,0.06,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.21773970895446837,14641,5203,5203,True,41,30.05,9.990455782961372e-09,0.0,4.899968634401036e-08,3.816515422811929e-10,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s060_r005_q010,put,1.0,0.6,0.05,0.1,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,stress_holdout,High-volatility and high-dividend stress combination held out before any row-level split.,yes,stress_holdout,american_crank_nicolson_psor_price,baseline_cn_psor,0.21790004102513194,14641,5203,5203,True,42,30.675,9.968929259342174e-09,0.0,4.898459187276452e-08,4.25040145759355e-10,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s060_r010_q000,put,1.0,0.6,0.1,0.0,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.20139904110692441,14641,5203,5203,True,39,28.275,9.998135471443736e-09,0.0,4.898992788911552e-08,2.1799915618728656e-10,120,BOUNDARIES_FOUND,14399,14399,13203,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s060_r010_q003,put,1.0,0.6,0.1,0.03,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.23607508302666247,14641,5203,5203,True,40,28.683333333333334,9.967750259735897e-09,0.0,4.890229581173966e-08,2.677996631326811e-10,120,BOUNDARIES_FOUND,14399,14399,13201,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s060_r010_q006,put,1.0,0.6,0.1,0.06,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.23069408303126693,14641,5203,5203,True,40,29.141666666666666,9.984575563364538e-09,0.0,4.8640518945930467e-08,2.8493807567625785e-10,120,BOUNDARIES_FOUND,14399,14399,13201,accepted,diagnostics_passed,v1_small_grid_only
put_T100_s060_r010_q010,put,1.0,0.6,0.1,0.1,1.0,4.0,120,120,0.03333333333333333,0.008333333333333333,stress_holdout,High-volatility and high-dividend stress combination held out before any row-level split.,yes,stress_holdout,american_crank_nicolson_psor_price,baseline_cn_psor,0.21715425001457334,14641,5203,5203,True,41,29.75,9.980990008442991e-09,0.0,4.9069103534755965e-08,3.1738024849751355e-10,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T200_s020_r001_q000,put,2.0,0.2,0.01,0.0,1.0,4.0,120,120,0.03333333333333333,0.016666666666666666,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.04558620904572308,14641,5203,5203,True,10,6.233333333333333,9.11762801369953e-09,0.0,1.7192688384071175e-09,2.4500816641502303e-11,120,BOUNDARIES_FOUND,14399,14399,13210,accepted,diagnostics_passed,v1_small_grid_only
put_T200_s020_r001_q003,put,2.0,0.2,0.01,0.03,1.0,4.0,120,120,0.03333333333333333,0.016666666666666666,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05266724992543459,14641,5203,5203,True,11,7.125,9.359074015780067e-09,0.0,2.4733277093069717e-09,2.6251731315992756e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T200_s020_r001_q006,put,2.0,0.2,0.01,0.06,1.0,4.0,120,120,0.03333333333333333,0.016666666666666666,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05174416699446738,14641,5203,5203,True,11,7.116666666666666,9.566434311381045e-09,0.0,2.2277683864313502e-09,4.195525294446812e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T200_s020_r001_q010,put,2.0,0.2,0.01,0.1,1.0,4.0,120,120,0.03333333333333333,0.016666666666666666,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.0587823751848191,14641,5203,5203,True,11,8.058333333333334,8.49813978909264e-09,0.0,2.110656942231888e-09,2.8939055879338586e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T200_s020_r005_q000,put,2.0,0.2,0.05,0.0,1.0,4.0,120,120,0.03333333333333333,0.016666666666666666,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.045285207917913795,14641,5203,5203,True,9,6.125,9.8191459199648e-09,0.0,1.794808857091823e-09,2.5265442660843438e-11,120,BOUNDARIES_FOUND,14399,14399,13233,accepted,diagnostics_passed,v1_small_grid_only
put_T200_s020_r005_q003,put,2.0,0.2,0.05,0.03,1.0,4.0,120,120,0.03333333333333333,0.016666666666666666,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.047018625074997544,14641,5203,5203,True,10,6.225,9.084208940635108e-09,0.0,1.3847143431888753e-09,2.4602275421137075e-11,120,BOUNDARIES_FOUND,14399,14399,13217,accepted,diagnostics_passed,v1_small_grid_only
put_T200_s020_r005_q006,put,2.0,0.2,0.05,0.06,1.0,4.0,120,120,0.03333333333333333,0.016666666666666666,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.04609454213641584,14641,5203,5203,True,11,6.233333333333333,9.662972894064481e-09,0.0,2.5530922931338296e-09,2.4903396190072277e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T200_s020_r005_q010,put,2.0,0.2,0.05,0.1,1.0,4.0,120,120,0.03333333333333333,0.016666666666666666,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05210574995726347,14641,5203,5203,True,11,7.116666666666666,9.526545052818136e-09,0.0,2.226034051533432e-09,2.7555300757407218e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T200_s020_r010_q000,put,2.0,0.2,0.1,0.0,1.0,4.0,120,120,0.03333333333333333,0.016666666666666666,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.04406904196366668,14641,5203,5203,True,9,5.916666666666667,9.953236471127447e-09,0.0,2.152180184067376e-09,3.503196605577509e-11,120,BOUNDARIES_FOUND,14399,14399,13336,accepted,diagnostics_passed,v1_small_grid_only
put_T200_s020_r010_q003,put,2.0,0.2,0.1,0.03,1.0,4.0,120,120,0.03333333333333333,0.016666666666666666,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.045282374834641814,14641,5203,5203,True,9,6.133333333333334,9.97976312699933e-09,0.0,1.6011160938744773e-09,2.8124204629162026e-11,120,BOUNDARIES_FOUND,14399,14399,13259,accepted,diagnostics_passed,v1_small_grid_only
put_T200_s020_r010_q006,put,2.0,0.2,0.1,0.06,1.0,4.0,120,120,0.03333333333333333,0.016666666666666666,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.04480970813892782,14641,5203,5203,True,9,6.133333333333334,9.961180881881693e-09,0.0,2.1243843628671044e-09,2.7630110639917046e-11,120,BOUNDARIES_FOUND,14399,14399,13230,accepted,diagnostics_passed,v1_small_grid_only
put_T200_s020_r010_q010,put,2.0,0.2,0.1,0.1,1.0,4.0,120,120,0.03333333333333333,0.016666666666666666,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.04597016703337431,14641,5203,5203,True,10,6.233333333333333,8.336531603925224e-09,0.0,1.3169498993455546e-09,2.3821647304499972e-11,120,BOUNDARIES_FOUND,14399,14399,13211,accepted,diagnostics_passed,v1_small_grid_only
put_T200_s040_r001_q000,put,2.0,0.4,0.01,0.0,1.0,4.0,120,120,0.03333333333333333,0.016666666666666666,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.18942687520757318,14641,5203,5203,True,36,25.45,9.99963956711987e-09,0.0,4.317732449072957e-08,2.0858227339297263e-10,120,BOUNDARIES_FOUND,14399,14399,13201,accepted,diagnostics_passed,v1_small_grid_only
