regime_id,split,split_reason,option_family_balance,stress_holdout_flag,total_sample_rows,accepted_sample_rows,acceptance_status,downstream_use_status
call_T100_s040_r001_q010,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s040_r005_q000,test,No-dividend call validation/control regime assigned to test after stress precedence.,call_control_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s040_r005_q003,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s040_r005_q006,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s040_r005_q010,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s040_r010_q000,test,No-dividend call validation/control regime assigned to test after stress precedence.,call_control_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s040_r010_q003,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s040_r010_q006,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s040_r010_q010,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s060_r001_q000,test,No-dividend call validation/control regime assigned to test after stress precedence.,call_control_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s060_r001_q003,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s060_r001_q006,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s060_r001_q010,stress_holdout,High-volatility and high-dividend stress combination held out before any row-level split.,dividend_call_family,yes,5203,5203,accepted,v1_small_grid_only
call_T100_s060_r005_q000,test,No-dividend call validation/control regime assigned to test after stress precedence.,call_control_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s060_r005_q003,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s060_r005_q006,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s060_r005_q010,stress_holdout,High-volatility and high-dividend stress combination held out before any row-level split.,dividend_call_family,yes,5203,5203,accepted,v1_small_grid_only
call_T100_s060_r010_q000,test,No-dividend call validation/control regime assigned to test after stress precedence.,call_control_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s060_r010_q003,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s060_r010_q006,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T100_s060_r010_q010,stress_holdout,High-volatility and high-dividend stress combination held out before any row-level split.,dividend_call_family,yes,5203,5203,accepted,v1_small_grid_only
call_T200_s020_r001_q000,test,No-dividend call validation/control regime assigned to test after stress precedence.,call_control_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s020_r001_q003,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s020_r001_q006,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s020_r001_q010,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s020_r005_q000,test,No-dividend call validation/control regime assigned to test after stress precedence.,call_control_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s020_r005_q003,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s020_r005_q006,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s020_r005_q010,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s020_r010_q000,test,No-dividend call validation/control regime assigned to test after stress precedence.,call_control_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s020_r010_q003,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s020_r010_q006,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s020_r010_q010,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s040_r001_q000,test,No-dividend call validation/control regime assigned to test after stress precedence.,call_control_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s040_r001_q003,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s040_r001_q006,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s040_r001_q010,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s040_r005_q000,test,No-dividend call validation/control regime assigned to test after stress precedence.,call_control_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s040_r005_q003,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s040_r005_q006,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s040_r005_q010,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s040_r010_q000,test,No-dividend call validation/control regime assigned to test after stress precedence.,call_control_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s040_r010_q003,test,Long-maturity high-rate mid-volatility regime assigned to test after stress precedence.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s040_r010_q006,test,Long-maturity high-rate mid-volatility regime assigned to test after stress precedence.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s040_r010_q010,test,Long-maturity high-rate mid-volatility regime assigned to test after stress precedence.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s060_r001_q000,test,No-dividend call validation/control regime assigned to test after stress precedence.,call_control_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s060_r001_q003,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s060_r001_q006,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s060_r001_q010,stress_holdout,High-volatility and high-dividend stress combination held out before any row-level split.,dividend_call_family,yes,5203,5203,accepted,v1_small_grid_only
call_T200_s060_r005_q000,test,No-dividend call validation/control regime assigned to test after stress precedence.,call_control_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s060_r005_q003,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s060_r005_q006,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s060_r005_q010,stress_holdout,High-volatility and high-dividend stress combination held out before any row-level split.,dividend_call_family,yes,5203,5203,accepted,v1_small_grid_only
call_T200_s060_r010_q000,test,No-dividend call validation/control regime assigned to test after stress precedence.,call_control_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s060_r010_q003,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s060_r010_q006,train,Default construction-planning training regime.,dividend_call_family,no,5203,5203,accepted,v1_small_grid_only
call_T200_s060_r010_q010,stress_holdout,High-volatility and high-dividend stress combination held out before any row-level split.,dividend_call_family,yes,5203,5203,accepted,v1_small_grid_only
